Price,EMA1,MACD,RSI
347.29,345.0,3.29,58.01
342.01,344.46,2.72,51.91
343.38,344.26,2.37,53.28
342.73,343.98,2.01,52.52
344.61,344.1,1.87,54.52
345.78,344.4,1.84,55.77
339.39,343.49,1.23,48.06
338.22,342.53,0.66,46.79
326.66,339.65,-0.78,36.57
329.98,337.89,-1.54,40.57
326.54,335.83,-2.38,37.92
330.2,334.8,-2.64,42.22
336.03,335.03,-2.28,48.33
343.54,336.57,-1.33,54.92
350.24,339.06,-0.02,59.81
350.16,341.08,0.95,59.73
354.56,343.53,2.02,62.77
354.04,345.44,2.74,62.18
356.67,347.48,3.45,64.02
353.21,348.52,3.62,59.9
358.1,350.26,4.1,63.46
362.57,352.5,4.78,66.39
360.62,353.98,5.03,63.99
356.28,354.4,4.75,58.92
357.78,355.01,4.59,60.1
355.33,355.07,4.18,57.24
357.46,355.5,3.99,59.05
363.22,356.91,4.28,63.53
362.66,357.95,4.37,62.81
363.67,358.99,4.45,63.61
362.06,359.55,4.29,61.37
366.02,360.73,4.44,64.64
366.79,361.83,4.54,65.26
366.69,362.71,4.53,65.1
369.85,364.01,4.72,67.73
369.09,364.93,4.71,66.44
370.17,365.89,4.71,67.38
366.85,366.06,4.35,61.66
366.73,366.18,3.99,61.46
366.3,366.2,3.62,60.7
364.66,365.92,3.14,57.76
369.59,366.59,3.16,63.45
370.17,367.24,3.17,64.06
372.24,368.15,3.3,66.22
369.18,368.34,3.08,60.47
367.86,368.25,2.74,58.14
367.24,368.07,2.39,57.03
367.57,367.98,2.12,57.49
369.0,368.16,2.01,59.51
372.17,368.89,2.16,63.62
371.46,369.36,2.18,62.11
371.99,369.84,2.2,62.81
373.88,370.57,2.34,65.29
368.79,370.25,1.96,54.78
371.33,370.44,1.87,58.36
373.55,371.01,1.96,61.24
379.1,372.48,2.47,67.29
381.26,374.08,3.0,69.29
378.69,374.92,3.11,64.28
378.77,375.62,3.15,64.37
379.79,376.38,3.21,65.5
378.46,376.75,3.09,62.71
375.7,376.56,2.7,57.29
378.65,376.94,2.62,61.14
383.89,378.21,2.98,66.83
384.24,379.3,3.22,67.17
382.88,379.95,3.22,64.39
384.39,380.76,3.3,66.06
383.79,381.31,3.24,64.77
374.41,380.06,2.34,48.77
377.63,379.61,1.91,53.04
370.07,377.88,0.9,43.85
376.23,377.58,0.67,51.23
381.55,378.3,0.95,56.51
381.85,378.95,1.17,56.8
386.19,380.26,1.68,60.75
387.71,381.62,2.17,62.06
390.51,383.23,2.73,64.39
390.25,384.51,3.08,64.0
390.08,385.52,3.27,63.73
